"CPI value",Notes,US,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
,2014/03/01,2.13,7.75,2.13,2.63,4.9,8,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,7.25,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/04/01,2.13,7.75,2.13,2.63,4.9,8,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,7.25,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/05/01,2.13,7.75,2.13,2.63,4.9,8,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,7.25,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/06/01,2.13,7.75,2.13,2.63,4.9,8,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,7.25,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/07/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,7.25,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/08/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,2.65,8,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/09/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,3.1,8,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/10/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,3.1,8,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/11/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,3.1,8,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2014/12/01,2.13,7.75,2.13,2.63,4.9,9,4.98,5.69,2.77,2.23,4.91,2.13,7,4.35,3.35,4.95,2.13,2.13,2.13,2.13,2.63,3.625,3.75,3.1,8,3.75,2.13,7.9,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,3.975,2.13,9.1,2.83,2.89,2.13,2.13,2.13,2.13,2.13,2.13,4.23405,9.32,2.33,5.800000000000001,2.13
,2015/01/01,2.13,7.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/02/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/03/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/04/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/05/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/06/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/07/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,8,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/08/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/09/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/10/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/11/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
,2015/12/01,2.13,8.75,2.13,2.63,5.050000000000001,9,5.210000000000001,5.7828,2.77,2.23,5.030000000000001,2.13,7.25,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3,3.63,3.75,3.1,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,5.65,4.05,2.13,9.25,2.83,2.89,2.13,4.25,2.13,2.13,2.13,2.13,4.575,9.47,2.33,2.4,2.13
240.0075,2016/01/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/02/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/03/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/04/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/05/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/06/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.25,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/07/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/08/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9.5,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/09/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9.5,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/10/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9.5,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/11/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9.5,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
,2016/12/01,2.13,9.75,2.13,2.63,5.050000000000001,10,5.290000000000001,6.0672,2.77,2.23,5.030000000000001,2.13,7.75,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.35,3.63,3.75,3.23,9.5,3.825,2.13,8.05,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.05,2.13,9.75,2.83,3.39,2.13,4.275,2.13,2.13,2.13,2.13,4.8,9.47,2.33,2.625,2.13
245.134,2017/01/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.200000000000001,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/02/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/03/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/04/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/05/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/06/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,2.77,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,9.75,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/07/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/08/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/09/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/10/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/11/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
,2017/12/01,2.13,9.8,2.13,2.63,7,10.5,6.280000000000001,6.3831999999999995,3.33,2.23,5.08,2.13,8.5,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.38,9.5,3.85,2.13,8.15,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.075,2.13,10.25,2.83,3.89,2.13,4.325,2.13,2.13,2.13,2.13,5,11,2.33,2.625,2.13
251.104,2018/01/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/02/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/03/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/04/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/05/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/06/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.33,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.25,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/07/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/08/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/09/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/10/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/11/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
,2018/12/01,2.13,9.84,2.13,2.63,7.5,11,7.18,6.3831999999999995,3.89,2.23,5.23,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,3.75,3.63,5,3.52,9.65,3.9250000000000003,2.13,8.3,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.15,2.13,10.75,2.83,3.89,2.13,4.425,2.13,2.13,2.13,2.13,5.25,11.5,2.33,2.625,2.13
255.69,2019/01/01,2.13,9.89,2.13,2.63,8,12,8.08,6.3831999999999995,3.89,2.23,5.440000000000001,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,4.35,3.63,5.5,3.5909999999999997,9.86,4.3,2.13,8.5,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.3,2.13,10.75,2.83,3.89,2.13,4.55,2.13,2.13,2.13,2.13,5.385,12,2.33,2.625,2.13
,2019/02/01,2.13,9.89,2.13,2.63,8,12,8.08,6.3831999999999995,3.89,2.23,5.440000000000001,2.13,9.35,4.35,3.35,4.95,2.13,2.13,2.13,2.13,4.35,3.63,5.5,3.5909999999999997,9.86,4.3,2.13,8.5,2.13,4.8575,2.13,3.2625,2.13,2.13,8.25,7.5,4.3,2.13,10.75,2.83,3.89,2.13,4.55,2.13,2.13,2.13,2.13,5.385,12,2.33,2.625,2.13
